FrameNumber,EAR,EyeState
255,0.12507277,Blink
256,0.125079907,Blink
257,0.150139834,Blink
258,0.154542939,Blink
259,0.153311791,Blink
260,0.142326036,Blink
261,0.145220927,Blink
262,0.157813928,Blink
263,0.14331873,Blink
264,0.122232115,Blink
265,0.123707928,Blink
266,0.140077833,Blink
267,0.122838719,Blink
268,0.132676697,Blink
269,0.13411919,Blink
270,0.147840961,Blink
271,0.135941318,Blink
272,0.122195074,Blink
273,0.14768035,Blink
274,0.144773245,Blink
275,0.157118128,Blink
276,0.143376488,Blink
277,0.17344035,Open
278,0.240040394,Open
279,0.280461505,Open
280,0.303943822,Open
281,0.309329306,Open
282,0.319137848,Open
283,0.324544747,Open
284,0.346361858,Open
285,0.356436482,Open
286,0.346879071,Open
287,0.359881609,Open
288,0.361616996,Open
289,0.368902341,Open
290,0.372852174,Open
291,0.384898238,Open
292,0.360636425,Open
293,0.379796804,Open
294,0.360100584,Open
295,0.36759184,Open
296,0.369384932,Open
297,0.35477386,Open
298,0.379036729,Open
299,0.362215799,Open
300,0.373388334,Open
301,0.366984888,Open
302,0.368445302,Open
303,0.376026628,Open
304,0.377107866,Open
305,0.377761366,Open
306,0.382411795,Open
307,0.39229104,Open
308,0.376159571,Open
309,0.368117559,Open
310,0.37114739,Open
311,0.356744948,Open
312,0.353246406,Open
313,0.361028687,Open
314,0.356010371,Open
315,0.344287056,Open
316,0.353692101,Open
317,0.3588211,Open
318,0.35957782,Open
319,0.359139812,Open
320,0.354927726,Open
321,0.358598459,Open
322,0.36341452,Open
323,0.353011917,Open
324,0.366780818,Open
325,0.353470228,Open
326,0.355460661,Open
327,0.349466247,Open
328,0.372765596,Open
329,0.368337538,Open
330,0.353831419,Open
331,0.363533369,Open
332,0.379643991,Open
333,0.36120478,Open
334,0.359170026,Open
335,0.35977003,Open
336,0.369057695,Open
337,0.370260924,Open
338,0.356074253,Open
339,0.359899687,Open
340,0.369572094,Open
341,0.351350083,Open
342,0.374064128,Open
343,0.352945121,Open
344,0.354591198,Open
345,0.350196141,Open
346,0.335294724,Open
347,0.350784463,Open
348,0.354654657,Open
349,0.339843395,Open
350,0.334335807,Open
351,0.346639754,Open
352,0.330469615,Open
353,0.350730137,Open
354,0.326891318,Open
355,0.333752207,Open
356,0.337771366,Open
357,0.32251363,Open
358,0.336662276,Open
359,0.342630394,Open
360,0.357416978,Open
361,0.349632863,Open
362,0.335829555,Open
363,0.34654171,Open
364,0.334835015,Open
365,0.334371107,Open
366,0.335041976,Open
367,0.343072337,Open
368,0.346053661,Open
369,0.337703059,Open
370,0.343223739,Open
371,0.35500351,Open
372,0.354652957,Open
373,0.325217238,Open
374,0.323130982,Open
375,0.335776888,Open
376,0.314782028,Open
377,0.325815877,Open
378,0.319806172,Open
379,0.327457978,Open
380,0.340887282,Open
381,0.335127929,Open
382,0.336353251,Open
383,0.333944215,Open
384,0.329461058,Open
385,0.333079743,Open
386,0.314611679,Open
387,0.340006076,Open
388,0.323303584,Open
389,0.338859092,Open
390,0.325525732,Open
391,0.334485551,Open
392,0.342209322,Open
393,0.339997911,Open
394,0.32307058,Open
395,0.270251768,Open
396,0.292127117,Open
397,0.314323839,Open
398,0.31327467,Open
399,0.308045692,Open
400,0.329095228,Open
401,0.344932641,Open
402,0.329037254,Open
403,0.321404005,Open
404,0.311567875,Open
405,0.329866324,Open
406,0.334609696,Open
407,0.337154389,Open
408,0.318475622,Open
409,0.324673644,Open
410,0.334496893,Open
411,0.325592255,Open
412,0.337241718,Open
413,0.335868104,Open
414,0.328905335,Open
415,0.329731548,Open
416,0.348972758,Open
417,0.320667783,Open
418,0.342416186,Open
419,0.32552071,Open
420,0.331224386,Open
421,0.336344399,Open
422,0.329916313,Open
423,0.334939624,Open
424,0.326860155,Open
425,0.328977304,Open
426,0.344843945,Open
427,0.340993682,Open
428,0.323265791,Open
429,0.33175059,Open
430,0.331402823,Open
431,0.321996875,Open
432,0.332693365,Open
433,0.341213115,Open
434,0.335717737,Open
435,0.321112155,Open
436,0.32607045,Open
437,0.32311065,Open
438,0.336945679,Open
439,0.338678321,Open
440,0.330705923,Open
441,0.325826751,Open
442,0.329351737,Open
443,0.321991952,Open
444,0.324750659,Open
445,0.323835966,Open
446,0.332873651,Open
447,0.32163456,Open
448,0.318023025,Open
449,0.328791771,Open
450,0.311803368,Open
451,0.320207266,Open
452,0.326200742,Open
453,0.330108258,Open
454,0.316393035,Open
455,0.320228065,Open
456,0.31194852,Open
457,0.309467995,Open
458,0.339378017,Open
459,0.323258801,Open
460,0.325237258,Open
461,0.328457576,Open
462,0.322346236,Open
463,0.336070842,Open
464,0.32660792,Open
465,0.335904577,Open
466,0.323461016,Open
467,0.329128993,Open
468,0.33228262,Open
469,0.324009406,Open
470,0.325085723,Open
471,0.337888517,Open
472,0.339624605,Open
473,0.307701807,Open
474,0.333457435,Open
475,0.33052146,Open
476,0.327471814,Open
477,0.331250042,Open
478,0.304326134,Open
479,0.311018987,Open
480,0.317575172,Open
481,0.324437037,Open
482,0.31124786,Open
483,0.318754901,Open
484,0.323478659,Open
485,0.317660317,Open
486,0.294773177,Open
487,0.303883769,Open
488,0.318097485,Open
489,0.300976385,Open
490,0.319252791,Open
491,0.3255427,Open
492,0.323240652,Open
493,0.314586494,Open
494,0.310699608,Open
495,0.31637523,Open
496,0.323544194,Open
497,0.316037396,Open
498,0.31452981,Open
499,0.331980783,Open
500,0.33145019,Open
501,0.335504893,Open
502,0.333051807,Open
503,0.314235154,Open
504,0.318341429,Open
505,0.329881392,Open
506,0.330371652,Open
507,0.331737968,Open
508,0.335201251,Open
509,0.321526068,Open
510,0.338394518,Open
511,0.337257584,Open
512,0.32021345,Open
513,0.340730114,Open
514,0.321562839,Open
515,0.31725275,Open
516,0.319893552,Open
517,0.338976871,Open
518,0.338740923,Open
519,0.32576742,Open
520,0.317246007,Open
521,0.344358359,Open
522,0.310448721,Open
523,0.327305481,Open
524,0.331174179,Open
525,0.344549805,Open
526,0.350889839,Open
527,0.328958627,Open
528,0.348923306,Open
529,0.315814394,Open
530,0.346935339,Open
531,0.344954268,Open
532,0.33759022,Open
533,0.341463672,Open
534,0.339840802,Open
535,0.33854791,Open
536,0.355660438,Open
537,0.362902127,Open
538,0.348788936,Open
539,0.336212388,Open
540,0.339372302,Open
541,0.333555536,Open
542,0.339440625,Open
543,0.351875324,Open
544,0.330125081,Open
545,0.344569424,Open
546,0.349678273,Open
547,0.353419486,Open
548,0.35518407,Open
549,0.350857053,Open
550,0.349767614,Open
551,0.356863509,Open
552,0.351226059,Open
553,0.349516233,Open
554,0.343649435,Open
555,0.348043093,Open
556,0.358076006,Open
557,0.345957765,Open
558,0.358020762,Open
559,0.348766849,Open
560,0.34384149,Open
561,0.337959318,Open
562,0.349201694,Open
563,0.355185788,Open
564,0.349687869,Open
565,0.349034527,Open
566,0.339482783,Open
567,0.347624196,Open
568,0.322438163,Open
569,0.322438163,Open
570,0.332805096,Open
571,0.341274241,Open
572,0.350850422,Open
573,0.338660579,Open
574,0.362114536,Open
575,0.354888452,Open
576,0.347529324,Open
577,0.361634467,Open
578,0.350695652,Open
579,0.342645388,Open
580,0.356590745,Open
581,0.34988001,Open
582,0.364059116,Open
583,0.362644676,Open
584,0.343778311,Open
585,0.350695652,Open
586,0.357529639,Open
587,0.36764494,Open
588,0.352138774,Open
589,0.357687009,Open
590,0.363054997,Open
591,0.347624196,Open
592,0.356119194,Open
593,0.353473591,Open
594,0.361659586,Open
595,0.342993362,Open
596,0.348635087,Open
597,0.360177003,Open
598,0.359338054,Open
599,0.347461094,Open
600,0.347119059,Open
601,0.348509544,Open
602,0.364538315,Open
603,0.34497879,Open
604,0.353473591,Open
605,0.349193891,Open
606,0.349912978,Open
607,0.341776064,Open
608,0.351631819,Open
609,0.356592978,Open
610,0.35398426,Open
611,0.348729192,Open
612,0.356477704,Open
613,0.329429921,Open
614,0.217735799,Blink
615,0.204068994,Open
616,0.280229465,Open
617,0.337815575,Open
618,0.342279866,Open
619,0.366557742,Open
620,0.367612917,Open
621,0.366273825,Open
622,0.35429835,Open
623,0.363126691,Open
624,0.365735157,Open
625,0.366904816,Open
626,0.357450955,Open
627,0.363304082,Open
628,0.360794849,Open
629,0.363304847,Open
630,0.355850593,Open
631,0.357787668,Open
632,0.354142526,Open
633,0.369469596,Open
634,0.354544562,Open
635,0.355060837,Open
636,0.347290025,Open
637,0.350597593,Open
638,0.354212691,Open
639,0.352824617,Open
640,0.36071306,Open
641,0.344356417,Open
642,0.360075753,Open
643,0.361536828,Open
644,0.350434292,Open
645,0.360528656,Open
646,0.366036476,Open
647,0.367044377,Open
648,0.347119059,Open
649,0.358050888,Open
650,0.373682322,Open
651,0.343678102,Open
652,0.367473536,Open
653,0.361666548,Open
654,0.365167388,Open
655,0.361536828,Open
656,0.367379501,Open
657,0.35972539,Open
658,0.365709484,Open
659,0.370747301,Open
660,0.364179322,Open
661,0.361812431,Open
662,0.350366184,Open
663,0.358448189,Open
664,0.349446804,Open
665,0.359986561,Open
666,0.351872461,Open
667,0.356508256,Open
668,0.370431989,Open
669,0.345921902,Open
670,0.356088706,Open
671,0.365176903,Open
672,0.351946386,Open
673,0.360008203,Open
674,0.360366616,Open
675,0.365462884,Open
676,0.355816103,Open
677,0.349281778,Open
678,0.355841488,Open
679,0.351169915,Open
680,0.362226913,Open
681,0.359456155,Open
682,0.365151287,Open
683,0.356315664,Open
684,0.374967516,Open
685,0.364950468,Open
686,0.368570369,Open
687,0.365096457,Open
688,0.369338975,Open
689,0.35991344,Open
690,0.360508959,Open
691,0.361689083,Open
692,0.359655102,Open
693,0.365103224,Open
694,0.361716155,Open
695,0.339318411,Open
696,0.327617726,Open
697,0.336985211,Open
698,0.343965385,Open
699,0.34219311,Open
700,0.349446804,Open
701,0.318847001,Open
702,0.319082964,Open
703,0.338865072,Open
704,0.315659889,Open
705,0.301308339,Open
706,0.31168637,Open
707,0.306447428,Open
708,0.308791061,Open
709,0.311674881,Open
710,0.310279666,Open
711,0.306529088,Open
712,0.306486368,Open
713,0.298561917,Open
714,0.306466157,Open
715,0.309142395,Open
716,0.308416489,Open
717,0.305500813,Open
718,0.325355166,Open
719,0.317218109,Open
720,0.322623288,Open
721,0.310701121,Open
722,0.319352474,Open
723,0.326093801,Open
724,0.323304424,Open
725,0.328486216,Open
726,0.338749958,Open
727,0.329088257,Open
728,0.337411083,Open
729,0.350697875,Open
730,0.347998258,Open
731,0.347682734,Open
732,0.359111819,Open
733,0.355142151,Open
734,0.349947872,Open
735,0.355629161,Open
736,0.355480526,Open
737,0.351649658,Open
738,0.341623804,Open
739,0.340229006,Open
740,0.3514766,Open
741,0.346480742,Open
742,0.352952287,Open
743,0.351280991,Open
744,0.354654852,Open
745,0.338865072,Open
746,0.33709961,Open
747,0.330235631,Open
748,0.334072152,Open
749,0.33709961,Open
750,0.339079192,Open
751,0.344917323,Open
752,0.344742505,Open
753,0.336090714,Open
754,0.344407162,Open
755,0.330944868,Open
756,0.175759874,Blink
757,0.153147239,Blink
758,0.166544936,Blink
759,0.138582086,Blink
760,0.185245206,Blink
761,0.223113529,Open
762,0.27291377,Open
763,0.278163497,Open
764,0.301532825,Open
765,0.311424427,Open
766,0.323119011,Open
767,0.30665129,Open
768,0.341787468,Open
769,0.312242586,Open
770,0.330713337,Open
771,0.331520668,Open
772,0.338099722,Open
773,0.330505302,Open
774,0.330390764,Open
775,0.329235511,Open
776,0.343405071,Open
777,0.326775502,Open
778,0.330597746,Open
779,0.328171364,Open
780,0.330381134,Open
781,0.337744981,Open
782,0.34150646,Open
783,0.315862961,Open
784,0.334067603,Open
785,0.328524989,Open
786,0.339604438,Open
787,0.342574777,Open
788,0.323333514,Open
789,0.327030114,Open
790,0.339384233,Open
791,0.324554735,Open
792,0.328301646,Open
793,0.335873345,Open
794,0.348888518,Open
795,0.346673837,Open
796,0.343405071,Open
797,0.346822971,Open
798,0.345600079,Open
799,0.351624543,Open
800,0.341018772,Open
801,0.341454065,Open
802,0.339385584,Open
803,0.351799464,Open
804,0.357092129,Open
805,0.362691847,Open
806,0.333898405,Open
807,0.349929899,Open
808,0.346713009,Open
809,0.335656108,Open
810,0.351310005,Open
811,0.348478287,Open
812,0.354075913,Open
813,0.351160354,Open
814,0.362691847,Open
815,0.359573046,Open
816,0.332612753,Open
817,0.330235631,Open
818,0.329019633,Open
819,0.32652857,Open
820,0.315047834,Open
821,0.315721266,Open
822,0.317359982,Open
823,0.322958544,Open
824,0.309328441,Open
825,0.303896467,Open
826,0.307922534,Open
827,0.306836879,Open
828,0.328517526,Open
829,0.326773061,Open
830,0.337556353,Open
831,0.346628033,Open
832,0.343221905,Open
833,0.335304728,Open
834,0.343057172,Open
835,0.361511852,Open
836,0.354792747,Open
837,0.366741084,Open
838,0.339901396,Open
839,0.353985088,Open
840,0.348552186,Open
841,0.365764365,Open
842,0.35368083,Open
843,0.338660579,Open
844,0.338905722,Open
845,0.358004092,Open
846,0.327958772,Open
847,0.347357038,Open
848,0.332041269,Open
849,0.34266682,Open
850,0.322809752,Open
851,0.343610995,Open
852,0.325496673,Open
853,0.34707955,Open
854,0.336388146,Open
855,0.335009557,Open
856,0.346586672,Open
857,0.330778874,Open
858,0.331595307,Open
859,0.350726693,Open
860,0.341154841,Open
861,0.336657907,Open
862,0.33265401,Open
863,0.343459308,Open
864,0.332413488,Open
865,0.345493907,Open
866,0.346816728,Open
867,0.340653444,Open
868,0.341315311,Open
869,0.348789877,Open
870,0.351437208,Open
871,0.334992131,Open
872,0.349064169,Open
873,0.324593493,Open
874,0.320100577,Open
875,0.329305551,Open
876,0.333954075,Open
877,0.324723709,Open
878,0.338564545,Open
879,0.341747292,Open
880,0.341912181,Open
881,0.357506454,Open
882,0.334305526,Open
883,0.357398353,Open
884,0.348040691,Open
885,0.352108079,Open
886,0.358945671,Open
887,0.367386418,Open
888,0.360137018,Open
889,0.371254987,Open
890,0.371251488,Open
891,0.374238648,Open
892,0.374379793,Open
893,0.361857011,Open
894,0.371770254,Open
895,0.358656684,Open
896,0.374648476,Open
897,0.364923451,Open
898,0.366414646,Open
899,0.371039412,Open
900,0.36418982,Open
901,0.361532871,Open
902,0.364482785,Open
903,0.359039819,Open
904,0.36486031,Open
905,0.361063241,Open
906,0.35508154,Open
907,0.374235833,Open
908,0.379152339,Open
909,0.372045383,Open
910,0.377909056,Open
911,0.35977714,Open
912,0.36315181,Open
913,0.363410521,Open
914,0.361059103,Open
915,0.374574583,Open
916,0.331552595,Open
917,0.186417141,Blink
918,0.172389694,Blink
919,0.19471026,Blink
920,0.228973996,Blink
921,0.287000901,Open
922,0.310190052,Open
923,0.332142702,Open
924,0.348389531,Open
925,0.334609233,Open
926,0.346806927,Open
927,0.354544562,Open
928,0.356452585,Open
929,0.340300616,Open
930,0.353218027,Open
931,0.363005847,Open
932,0.366901801,Open
933,0.372970535,Open
934,0.358404695,Open
935,0.371260928,Open
936,0.356781965,Open
937,0.374069169,Open
938,0.371377049,Open
939,0.358404695,Open
940,0.336995772,Open
941,0.349849909,Open
942,0.350165283,Open
943,0.353547407,Open
944,0.348134088,Open
945,0.372357757,Open
946,0.344073896,Open
947,0.359246965,Open
948,0.369683464,Open
949,0.361979379,Open
950,0.357851731,Open
951,0.341874221,Open
952,0.349363735,Open
953,0.357851731,Open
954,0.377403192,Open
955,0.363256156,Open
956,0.36145124,Open
957,0.357691523,Open
958,0.365191884,Open
959,0.371040993,Open
960,0.367922542,Open
961,0.355903693,Open
962,0.36670291,Open
963,0.363256156,Open
964,0.367291834,Open
965,0.373265457,Open
966,0.358090854,Open
967,0.372261192,Open
968,0.363763948,Open
969,0.352296555,Open
970,0.36577388,Open
971,0.363106506,Open
972,0.372109363,Open
973,0.359392589,Open
974,0.363305307,Open
975,0.362845705,Open
976,0.36837604,Open
977,0.372198388,Open
978,0.372054105,Open
979,0.35949406,Open
980,0.384285814,Open
981,0.373173231,Open
982,0.378860707,Open
983,0.368225241,Open
984,0.363256156,Open
985,0.358030833,Open
986,0.37823589,Open
987,0.360490491,Open
988,0.357135113,Open
989,0.362956223,Open
990,0.362845705,Open
991,0.367625367,Open
992,0.349363735,Open
993,0.371040993,Open
994,0.363106506,Open
995,0.371374527,Open
996,0.363256156,Open
997,0.358995622,Open
998,0.363106506,Open
999,0.388660274,Open
1000,0.342337839,Open
1001,0.352893614,Open
1002,0.348413998,Open
1003,0.353704271,Open
1004,0.349929899,Open
1005,0.349847973,Blink
1006,0.359799837,Blink
1007,0.354551121,Blink
1008,0.348913089,Blink
1009,0.339097955,Blink
1010,0.340820167,Blink
1011,0.358082014,Blink
1012,0.331894126,Open
1013,0.355643977,Open
1014,0.353764071,Open
1015,0.32677539,Open
1016,0.363555973,Open
1017,0.347591789,Open
1018,0.324486071,Open
1019,0.342168527,Open
1020,0.342405138,Open
1021,0.346375059,Open
1022,0.365524659,Blink
1023,0.354658854,Blink
1024,0.34943166,Blink
1025,0.357881027,Blink
1026,0.331623949,Blink
1027,0.342405138,Blink
1028,0.341951846,Blink
1029,0.341951846,Blink
1030,0.352523484,Open
1031,0.34212088,Open
1032,0.352446205,Open
1033,0.349577646,Open
1034,0.335753297,Open
1035,0.36244787,Open
1036,0.349593946,Open
1037,0.361585409,Open
1038,0.342348643,Open
1039,0.343799068,Open
1040,0.340643984,Open
1041,0.331865187,Open
1042,0.351024973,Open
1043,0.346382387,Open
1044,0.359952841,Open
1045,0.361928255,Open
1046,0.364386501,Open
1047,0.37343622,Open
1048,0.354697789,Open
1049,0.351174623,Open
1050,0.364963519,Open
1051,0.34387115,Open
1052,0.32379981,Open
1053,0.354235203,Open
1054,0.353140691,Open
1055,0.359855282,Open
1056,0.344031321,Open
1057,0.33905493,Open
1058,0.358720821,Open
1059,0.344432143,Open
1060,0.332193658,Open
1061,0.353005885,Open
1062,0.332361251,Open
1063,0.361724219,Open
1064,0.365048731,Open
1065,0.358414936,Open
1066,0.369036844,Open
1067,0.34916671,Open
1068,0.327103217,Open
1069,0.3481137,Open
1070,0.346198402,Open
1071,0.335915961,Open
1072,0.355310254,Blink
1073,0.355291057,Blink
1074,0.346869397,Blink
1075,0.370399568,Blink
1076,0.351624543,Blink
1077,0.344223752,Open
1078,0.349162404,Open
1079,0.336971214,Open
1080,0.337376189,Open
1081,0.337367364,Open
1082,0.364172029,Open
1083,0.321910745,Open
1084,0.33016537,Open
1085,0.336029764,Open
1086,0.338661927,Open
1087,0.342814307,Open
1088,0.342043255,Open
1089,0.349363735,Open
1090,0.355118561,Open
1091,0.3418845,Open
1092,0.370614678,Open
1093,0.367900861,Open
1094,0.372525688,Open
1095,0.363705623,Open
1096,0.377609893,Open
1097,0.381906603,Open
1098,0.365852332,Open
1099,0.358172987,Open
1100,0.368652735,Open
1101,0.367441484,Open
1102,0.348989885,Open
1103,0.377927921,Open
1104,0.375261519,Open
1105,0.366311709,Open
1106,0.267024845,Blink
1107,0.185578486,Blink
1108,0.205725229,Blink
1109,0.205717581,Blink
1110,0.194205705,Blink
1111,0.247676164,Blink
1112,0.297156513,Blink
1113,0.317785272,Open
1114,0.325455451,Open
1115,0.344964089,Open
1116,0.341802679,Open
1117,0.34979479,Open
1118,0.348999186,Open
1119,0.351181041,Open
1120,0.325504373,Open
1121,0.336262474,Open
1122,0.323389533,Open
1123,0.170818456,Blink
1124,0.166408524,Blink
1125,0.16854384,Blink
1126,0.179780966,Blink
1127,0.188488257,Blink
1128,0.175992311,Blink
1129,0.250469704,Blink
1130,0.271971519,Open
1131,0.271732232,Open
1132,0.304266256,Open
1133,0.299122596,Open
1134,0.294902402,Open
1135,0.287186317,Open
1136,0.336051255,Open
1137,0.359642966,Open
1138,0.345756287,Open
1139,0.349439541,Open
1140,0.361595239,Open
1141,0.349957048,Open
1142,0.34441287,Open
1143,0.333275713,Open
1144,0.348103576,Open
1145,0.346168058,Open
1146,0.340838974,Open
1147,0.335473537,Open
1148,0.340104371,Open
1149,0.333445152,Open
1150,0.330988274,Open
1151,0.339679026,Open
1152,0.34138907,Open
1153,0.346966899,Open
1154,0.347123432,Open
1155,0.329642464,Open
1156,0.344535733,Open
1157,0.339256207,Open
1158,0.334424445,Open
1159,0.336319966,Open
1160,0.35117156,Open
1161,0.348564947,Open
1162,0.346170377,Open
1163,0.345084995,Open
1164,0.35141344,Open
1165,0.346674334,Open
1166,0.362522172,Open
1167,0.345163859,Open
1168,0.34844199,Open
1169,0.348978832,Open
1170,0.35897806,Open
1171,0.329171106,Open
1172,0.344422614,Open
1173,0.236147202,Blink
1174,0.171671343,Blink
1175,0.158725016,Blink
1176,0.21875936,Blink
1177,0.258522191,Open
1178,0.290749861,Open
1179,0.303847378,Open
1180,0.333710082,Open
1181,0.328427472,Open
1182,0.331383032,Open
1183,0.348160858,Open
1184,0.340953368,Open
1185,0.351917348,Open
1186,0.361615002,Open
1187,0.349833356,Open
1188,0.349371268,Open
1189,0.353976733,Open
1190,0.364405138,Open
1191,0.370540859,Open
1192,0.375785441,Open
1193,0.363244672,Open
1194,0.379257334,Open
1195,0.370386059,Open
1196,0.375650892,Open
1197,0.36067644,Open
1198,0.350708953,Open
1199,0.240001688,Blink
1200,0.151835075,Blink
1201,0.129540785,Blink
1202,0.167953,Blink
1203,0.237563963,Blink
1204,0.27981,Open
1205,0.301573896,Open
1206,0.347138406,Open
1207,0.353860744,Open
1208,0.349716334,Open
1209,0.343784852,Open
1210,0.355519194,Open
1211,0.341997772,Open
1212,0.357807771,Open
1213,0.354356149,Open
1214,0.350713947,Open
1215,0.351186175,Open
1216,0.335521035,Open
1217,0.356446985,Open
1218,0.33376231,Open
1219,0.352727742,Open
1220,0.345707928,Open
1221,0.348900373,Open
1222,0.335372439,Open
1223,0.343488661,Open
1224,0.350504786,Open
1225,0.343752679,Open
1226,0.339950696,Open
1227,0.344015842,Open
1228,0.328786062,Open
1229,0.348806178,Open
1230,0.330250981,Open
1231,0.323510382,Open
1232,0.357034904,Open
1233,0.345351928,Open
1234,0.326804136,Open
1235,0.339010975,Open
1236,0.321519144,Open
1237,0.324404109,Open
